action_encoded,discount_pct,confidence,retry_count_so_far,amount_log,is_escalation,hour_of_day,is_weekend,channel_encoded,is_anomaly
1,5.0,0.82,2,11.431192,0,18,0,1,0
2,0.0,0.88,0,10.576064,0,13,0,1,0
1,5.0,0.82,2,8.716019,0,19,1,0,0
1,5.0,0.7,6,10.360242,0,11,1,1,0
1,5.0,0.65,8,7.513655,0,14,1,0,0
0,0.0,0.85,1,9.824408,0,20,1,0,0
1,5.0,0.7,6,10.053947,0,13,1,3,0
1,5.0,0.76,4,10.761484,0,14,0,1,0
0,0.0,0.85,1,10.703458,0,21,1,1,0
1,5.0,0.65,10,10.937565,0,9,0,2,0
1,5.0,0.73,5,14.069072,0,14,0,2,0
3,0.0,0.88,0,11.364308,1,6,1,0,0
1,5.0,0.82,2,7.60324,0,11,0,1,0
3,0.0,0.88,0,11.01677,1,21,0,1,0
3,0.0,0.85,1,10.407367,1,13,0,0,0
1,5.0,0.76,4,9.777868,0,9,0,1,0
1,5.0,0.79,3,11.74751,0,0,1,3,0
1,5.0,0.7,6,12.242889,0,17,0,2,0
1,5.0,0.76,4,10.022074,0,0,0,0,0
1,5.0,0.82,2,12.799022,0,23,0,1,0
2,0.0,0.88,0,9.209182,0,23,1,0,0
2,0.0,0.88,0,6.938459,0,15,0,3,0
3,0.0,0.88,0,11.663514,1,0,0,0,0
1,5.0,0.82,2,10.272536,0,15,0,1,0
1,5.0,0.7,6,9.594123,0,0,1,0,0
1,5.0,0.65,8,10.685291,0,13,1,0,0
0,0.0,0.85,1,11.544835,0,17,1,1,0
2,0.0,0.88,0,7.539989,0,18,1,0,0
2,0.0,0.88,0,7.982273,0,13,0,3,0
3,0.0,0.88,0,6.983642,1,8,0,0,0
1,5.0,0.7,6,12.989879,0,21,1,2,0
1,5.0,0.79,3,10.684809,0,21,0,1,0
1,5.0,0.82,2,11.867715,0,14,0,1,0
1,5.0,0.73,5,9.699479,0,0,1,0,0
1,5.0,0.79,3,13.011208,0,7,0,1,0
2,0.0,0.88,0,10.925901,0,10,0,2,0
2,0.0,0.85,1,11.692962,0,17,0,2,0
2,0.0,0.88,0,10.983681,0,12,0,1,0
3,0.0,0.88,0,12.062593,1,13,0,1,0
1,5.0,0.79,3,11.149802,0,18,0,0,0
2,0.0,0.88,0,11.046892,0,12,0,2,0
0,63.9,0.2254,6,14.68391,0,11,0,0,1
1,5.0,0.7,6,12.651684,0,11,0,2,0
1,5.0,0.7,6,12.970426,0,19,1,1,0
2,0.0,0.85,1,10.747605,0,15,0,1,0
1,5.0,0.73,5,12.064509,0,20,0,1,0
2,0.0,0.85,1,10.344416,0,18,1,1,0
1,5.0,0.73,5,10.730609,0,10,0,2,0
2,0.0,0.88,0,8.734954,0,14,0,0,0
3,0.0,0.85,1,11.413398,1,0,0,0,0
2,0.0,0.85,1,8.467944,0,16,1,0,0
1,5.0,0.79,3,11.508403,0,18,1,1,0
1,5.0,0.79,3,10.671169,0,10,0,0,0
3,0.0,0.85,1,13.045651,1,23,0,1,0
3,0.0,0.85,1,7.383399,1,2,1,1,0
2,0.0,0.85,1,5.373564,0,14,0,0,0
1,5.0,0.73,5,12.503742,0,12,0,1,0
1,5.0,0.76,4,11.830464,0,17,0,1,0
3,0.0,0.85,1,12.010701,1,0,1,0,0
0,56.5,0.0776,1,13.818928,0,21,0,1,1
1,5.0,0.82,2,13.018043,0,10,1,2,0
2,0.0,0.88,0,9.562146,0,14,0,1,0
3,0.0,0.88,0,13.557417,1,23,0,1,0
3,0.0,0.88,0,12.772226,1,23,0,1,0
1,5.0,0.82,2,11.075793,0,19,1,1,0
0,0.0,0.85,1,12.284582,0,3,1,2,0
1,5.0,0.79,3,11.38307,0,14,0,1,0
1,5.0,0.73,5,13.340475,0,11,1,2,0
3,0.0,0.85,1,11.399095,1,12,0,0,0
2,0.0,0.88,0,12.285507,0,13,0,2,0
3,0.0,0.88,0,10.423974,1,5,0,3,0
1,5.0,0.7,6,8.22974,0,22,0,3,0
1,5.0,0.7,6,9.919773,0,13,0,0,0
1,5.0,0.67,7,10.854262,0,13,1,1,0
1,5.0,0.82,2,11.944623,0,11,0,2,0
1,5.0,0.76,4,10.846523,0,21,1,0,0
1,5.0,0.82,2,10.493341,0,11,0,0,0
3,0.0,0.85,1,11.651357,1,3,1,1,0
1,5.0,0.73,5,11.081248,0,11,1,0,0
1,5.0,0.7,6,12.246632,0,23,0,2,0
0,0.0,0.85,1,7.551765,0,1,0,2,0
1,5.0,0.67,7,11.431735,0,12,0,2,0
1,5.0,0.82,2,11.542497,0,17,0,0,0
2,0.0,0.85,1,11.737698,0,8,0,2,0
0,0.0,0.85,1,13.076004,0,11,1,2,0
1,5.0,0.82,2,9.153722,0,18,0,2,0
1,71.3,0.092,2,14.455073,0,22,0,0,1
2,0.0,0.88,0,9.89777,0,17,0,2,0
1,5.0,0.79,3,8.915662,0,20,0,3,0
0,0.0,0.85,1,11.536057,0,21,1,1,0
1,5.0,0.7,6,12.72896,0,9,0,2,0
1,5.0,0.65,10,12.533218,0,12,1,1,0
1,5.0,0.76,4,11.129733,0,13,0,0,0
0,0.0,0.85,1,9.79166,0,14,1,2,0
1,5.0,0.79,3,11.478831,0,10,1,1,0
1,5.0,0.79,3,10.533482,0,13,1,1,0
1,5.0,0.79,3,9.331231,0,17,1,1,0
1,5.0,0.73,5,13.724806,0,10,0,2,0
2,0.0,0.85,1,6.820933,0,6,0,3,0
1,5.0,0.79,3,11.112734,0,19,1,2,0
0,0.0,0.85,1,9.205344,0,0,0,2,0
1,5.0,0.7,6,10.525172,0,1,0,1,0
1,5.0,0.82,2,9.510363,0,11,0,0,0
1,5.0,0.73,5,12.067217,0,12,0,1,0
2,0.0,0.85,1,8.553201,0,13,1,1,0
0,58.5,0.2478,0,14.19885,0,7,1,1,1
1,5.0,0.82,2,12.809972,0,6,0,2,0
1,5.0,0.79,3,8.40902,0,10,0,1,0
3,0.0,0.85,1,13.174545,1,9,0,2,0
2,0.0,0.88,0,8.42574,0,16,0,0,0
2,0.0,0.7,6,13.148403,0,14,0,0,0
1,5.0,0.7,6,7.198026,0,12,1,0,0
2,0.0,0.88,0,10.619328,0,8,0,1,0
1,5.0,0.76,4,12.79166,0,2,0,0,0
2,0.0,0.88,0,10.87397,0,18,0,1,0
0,0.0,0.85,1,7.979291,0,17,0,0,0
2,0.0,0.88,0,11.887579,0,11,0,1,0
3,0.0,0.85,1,12.626472,1,15,0,2,0
3,0.0,0.88,0,12.332552,1,1,0,1,0
3,0.0,0.85,1,11.950613,1,1,1,0,0
0,0.0,0.85,1,11.222598,0,14,0,0,0
3,0.0,0.88,0,10.576029,1,5,0,2,0
3,0.0,0.88,0,11.66496,1,3,0,0,0
3,0.0,0.88,0,6.599571,1,3,1,1,0
2,0.0,0.85,1,9.348547,0,12,1,0,0
1,5.0,0.82,2,7.71449,0,14,0,3,0
2,0.0,0.88,0,8.840887,0,14,0,0,0
1,5.0,0.79,3,13.839182,0,14,0,2,0
1,5.0,0.79,3,12.245891,0,20,0,1,0
3,0.0,0.88,0,11.815717,1,5,0,0,0
2,0.0,0.88,0,9.068077,0,16,0,0,0
1,5.0,0.79,3,11.769561,0,5,1,1,0
1,5.0,0.73,5,12.907117,0,17,0,2,0
1,5.0,0.82,2,10.300819,0,7,0,1,0
1,5.0,0.67,7,11.439534,0,13,1,2,0
2,0.0,0.85,1,10.153176,0,18,0,0,0
2,0.0,0.85,1,10.514745,0,15,0,1,0
2,0.0,0.85,1,8.789881,0,11,1,0,0
2,0.0,0.88,0,8.660899,0,18,1,3,0
1,5.0,0.79,3,11.41552,0,10,1,2,0
0,0.0,0.85,1,10.768157,0,21,0,1,0
0,0.0,0.85,1,11.886878,0,18,0,1,0
1,5.0,0.79,3,10.979998,0,13,0,1,0
1,5.0,0.76,4,10.876395,0,12,0,0,0
1,5.0,0.82,2,9.421185,0,17,0,0,0
2,0.0,0.85,1,11.384305,0,9,1,1,0
1,5.0,0.79,3,13.163497,0,23,1,2,0
1,5.0,0.73,5,12.701774,0,6,1,1,0
3,0.0,0.88,0,12.805698,1,2,1,1,0
0,0.0,0.85,1,11.497544,0,13,0,0,0
1,5.0,0.79,3,10.873665,0,13,1,0,0
0,0.0,0.85,1,10.603628,0,18,0,1,0
0,0.0,0.85,1,11.994443,0,9,0,2,0
3,0.0,0.88,0,13.044858,1,21,1,1,0
2,0.0,0.85,1,10.39749,0,12,0,2,0
1,5.0,0.79,3,8.954632,0,19,0,1,0
1,5.0,0.79,3,11.317848,0,11,1,1,0
3,0.0,0.88,0,12.907757,1,22,1,2,0
2,0.0,0.85,1,9.250576,0,8,0,1,0
1,5.0,0.79,3,11.889985,0,22,0,1,0
1,5.0,0.7,6,11.34372,0,15,0,1,0
0,0.0,0.85,1,11.839083,0,18,0,1,0
1,5.0,0.79,3,8.876438,0,13,1,1,0
2,0.0,0.88,0,9.458589,0,8,1,1,0
1,5.0,0.76,4,11.007144,0,10,0,0,0
3,0.0,0.88,0,12.948878,1,0,1,1,0
1,5.0,0.79,3,10.433887,0,20,1,1,0
1,5.0,0.73,5,11.120794,0,16,0,0,0
2,0.0,0.85,1,8.335314,0,9,1,3,0
2,0.0,0.85,1,8.649284,0,16,0,0,0
0,0.0,0.85,1,11.753476,0,16,1,1,0
3,0.0,0.88,0,12.711813,1,3,0,1,0
2,0.0,0.88,0,10.839998,0,16,1,1,0
2,0.0,0.79,3,8.077553,0,16,0,1,0
2,0.0,0.88,0,11.789114,0,16,0,2,0
1,5.0,0.67,7,7.198475,0,22,0,2,0
2,0.0,0.85,1,9.249436,0,13,0,0,0
1,5.0,0.79,3,9.581636,0,21,0,0,0
0,0.0,0.85,1,11.012573,0,3,1,0,0
1,5.0,0.7,6,12.223973,0,10,0,1,0
1,59.0,0.1558,6,8.911456,0,0,0,0,1
1,5.0,0.82,2,9.564548,0,15,1,3,0
1,5.0,0.65,9,13.368945,0,13,0,2,0
2,0.0,0.79,3,9.197787,0,17,1,0,0
3,0.0,0.88,0,12.516168,1,13,0,1,0
0,0.0,0.85,1,11.040662,0,10,0,1,0
2,0.0,0.88,0,8.855589,0,13,0,0,0
2,0.0,0.88,0,11.144976,0,13,0,1,0
2,0.0,0.85,1,8.951278,0,10,0,0,0
1,5.0,0.73,5,12.438486,0,9,0,2,0
1,5.0,0.82,2,8.917132,0,11,1,3,0
1,5.0,0.82,2,8.949764,0,18,0,3,0
0,0.0,0.85,1,12.846573,0,17,0,1,0
1,5.0,0.79,3,13.455383,0,10,0,2,0
1,5.0,0.79,3,11.76767,0,18,1,2,0
1,5.0,0.79,3,11.664502,0,19,0,1,0
0,56.7,0.0537,1,14.136077,0,11,1,1,1
1,5.0,0.7,6,12.180414,0,1,0,2,0
2,0.0,0.88,0,10.545836,0,10,0,1,0
1,5.0,0.82,2,11.806257,0,10,1,1,0
3,0.0,0.88,0,10.857142,1,7,0,1,0
1,5.0,0.65,10,12.582896,0,16,0,2,0
2,0.0,0.88,0,10.293936,0,19,1,1,0
0,0.0,0.85,1,10.816667,0,21,0,0,0
1,5.0,0.82,2,13.125314,0,16,0,1,0
1,5.0,0.65,8,10.028171,0,13,0,0,0
2,0.0,0.85,1,10.921369,0,12,0,1,0
2,0.0,0.82,2,9.155104,0,9,0,0,0
2,0.0,0.85,1,11.399257,0,10,0,1,0
1,5.0,0.73,5,11.206574,0,23,0,2,0
2,0.0,0.88,0,9.699624,0,18,0,2,0
1,5.0,0.76,4,12.749208,0,17,0,1,0
1,5.0,0.79,3,12.096422,0,20,0,1,0
1,5.0,0.82,2,13.571212,0,14,1,2,0
0,0.0,0.85,1,13.285589,0,18,0,0,0
1,5.0,0.82,2,11.884625,0,21,1,1,0
2,0.0,0.85,1,9.226886,0,16,0,0,0
1,5.0,0.82,2,13.115332,0,17,1,1,0
2,0.0,0.88,0,7.715926,0,16,0,2,0
1,5.0,0.73,5,11.340594,0,12,1,0,0
3,0.0,0.88,0,9.644426,1,23,1,1,0
2,0.0,0.85,1,8.763797,0,10,0,0,0
1,5.0,0.79,3,12.506333,0,13,0,1,0
1,5.0,0.76,4,13.359997,0,23,1,2,0
2,0.0,0.88,0,9.392673,0,9,0,2,0
1,5.0,0.79,3,10.198944,0,13,0,3,0
1,5.0,0.67,7,14.074604,0,12,0,2,0
1,5.0,0.73,5,12.967912,0,18,1,1,0
1,5.0,0.79,3,11.462445,0,14,1,1,0
2,0.0,0.88,0,6.827152,0,10,0,3,0
2,0.0,0.85,1,9.452729,0,9,0,0,0
2,0.0,0.88,0,11.119969,0,14,0,2,0
1,5.0,0.79,3,11.661924,0,0,0,1,0
1,5.0,0.79,3,11.703734,0,19,0,1,0
1,5.0,0.79,3,11.538771,0,19,0,0,0
1,5.0,0.73,5,11.301818,0,13,0,0,0
1,5.0,0.7,6,10.493455,0,15,1,0,0
0,0.0,0.85,1,10.311973,0,12,1,0,0
2,0.0,0.85,1,8.023467,0,8,1,3,0
2,0.0,0.88,0,11.038665,0,6,0,2,0
0,0.0,0.85,1,9.272803,0,0,0,1,0
3,0.0,0.88,0,10.13385,1,16,0,1,0
1,5.0,0.73,5,10.831428,0,12,0,0,0
2,0.0,0.88,0,8.244668,0,10,0,0,0
3,0.0,0.88,0,10.766443,1,14,1,0,0
2,0.0,0.88,0,9.540004,0,15,0,1,0
1,5.0,0.82,2,8.916002,0,9,0,1,0
0,0.0,0.85,1,8.90095,0,13,0,0,0
0,0.0,0.85,1,11.735833,0,10,0,1,0
3,0.0,0.88,0,13.522146,1,14,0,2,0
3,0.0,0.88,0,13.348427,1,1,0,2,0
0,0.0,0.85,1,11.71977,0,20,0,1,0
1,5.0,0.73,5,13.33045,0,13,0,1,0
0,0.0,0.85,1,12.036055,0,19,0,1,0
2,0.0,0.88,0,11.0668,0,13,0,1,0
1,5.0,0.73,5,10.519853,0,11,0,1,0
1,5.0,0.7,6,9.337278,0,12,0,0,0
1,5.0,0.79,3,11.350992,0,17,0,1,0
3,0.0,0.85,1,12.67101,1,11,0,1,0
0,0.0,0.85,1,11.45557,0,20,1,1,0
2,0.0,0.88,0,8.146164,0,15,1,0,0
0,0.0,0.85,1,10.116556,0,21,0,2,0
3,0.0,0.85,1,13.247476,1,0,1,1,0
3,0.0,0.85,1,13.53732,1,20,0,2,0
1,5.0,0.73,5,12.969167,0,10,0,2,0
1,5.0,0.82,2,11.077646,0,12,0,1,0
1,5.0,0.82,2,12.478546,0,20,1,2,0
1,5.0,0.65,11,8.93663,0,11,0,0,0
1,5.0,0.82,2,11.671986,0,14,1,1,0
1,5.0,0.7,6,12.697081,0,22,1,1,0
2,0.0,0.88,0,11.103406,0,12,1,1,0
1,5.0,0.7,6,10.612887,0,11,0,0,0
0,0.0,0.85,1,11.767268,0,19,0,1,0
3,0.0,0.73,5,11.862251,1,7,0,0,0
2,0.0,0.88,0,9.182722,0,10,0,0,0
1,5.0,0.76,4,13.242962,0,23,0,2,0
1,5.0,0.7,6,9.429122,0,11,1,2,0
2,0.0,0.85,1,7.445125,0,12,0,3,0
0,0.0,0.85,1,13.297528,0,12,0,2,0
1,5.0,0.79,3,11.422488,0,12,0,1,0
3,0.0,0.79,3,12.835085,1,0,1,1,0
2,0.0,0.85,1,8.116772,0,12,0,2,0
1,5.0,0.76,4,13.180404,0,18,0,2,0
3,0.0,0.85,1,11.347883,1,14,0,0,0
0,0.0,0.85,1,9.727798,0,19,0,2,0
2,0.0,0.85,1,10.176417,0,9,1,1,0
2,0.0,0.88,0,9.730559,0,13,0,0,0
1,5.0,0.79,3,9.687348,0,21,0,2,0
1,5.0,0.82,2,13.187993,0,15,0,2,0
3,0.0,0.85,1,10.837535,1,20,0,1,0
3,0.0,0.85,1,12.985167,1,16,0,2,0
1,5.0,0.82,2,8.703862,0,20,0,3,0
1,5.0,0.79,3,10.507804,0,14,0,2,0
1,5.0,0.79,3,10.972999,0,11,0,1,0
1,5.0,0.65,8,12.443074,0,10,0,1,0
2,0.0,0.88,0,9.359036,0,11,1,0,0
1,5.0,0.82,2,6.834195,0,17,1,2,0
2,0.0,0.85,1,6.95399,0,11,0,0,0
2,0.0,0.85,1,7.254029,0,8,1,0,0
1,5.0,0.82,2,11.185019,0,17,0,1,0
3,0.0,0.85,1,13.134703,1,11,0,1,0
2,0.0,0.88,0,13.11397,0,12,1,0,0
1,5.0,0.7,6,10.017058,0,22,0,0,0
2,0.0,0.88,0,9.478425,0,13,0,0,0
1,5.0,0.65,10,13.159147,0,23,0,2,0
0,0.0,0.85,1,10.039533,0,4,1,2,0
0,0.0,0.85,1,8.344229,0,15,0,2,0
1,5.0,0.82,2,9.626008,0,16,1,2,0
1,5.0,0.82,2,8.127901,0,12,0,0,0
1,71.9,0.1839,1,13.37004,0,23,1,1,1
3,0.0,0.82,2,10.907436,1,8,0,0,0
2,0.0,0.88,0,11.448211,0,16,0,2,0
1,5.0,0.82,2,12.577914,0,0,0,1,0
0,0.0,0.88,0,10.511205,0,3,0,0,0
1,5.0,0.73,5,11.318953,0,18,0,0,0
1,5.0,0.79,3,11.759493,0,11,0,1,0
0,0.0,0.85,1,11.230586,0,17,0,1,0
1,5.0,0.65,11,11.071666,0,14,1,0,0
1,5.0,0.79,3,10.206411,0,20,0,0,0
0,0.0,0.88,0,9.744704,0,20,0,3,0
2,0.0,0.85,1,12.181211,0,6,0,2,0
1,5.0,0.82,2,13.46319,0,18,0,2,0
1,5.0,0.7,6,11.738869,0,22,0,1,0
1,5.0,0.65,11,10.818752,0,23,0,0,0
1,5.0,0.79,3,12.619123,0,12,0,1,0
0,0.0,0.85,1,11.96682,0,10,0,1,0
1,5.0,0.65,10,10.600645,0,21,0,0,0
2,0.0,0.85,1,9.159729,0,11,0,0,0
0,0.0,0.85,1,10.525492,0,15,0,1,0
2,0.0,0.85,1,7.562333,0,12,0,0,0
1,5.0,0.79,3,7.587832,0,13,0,0,0
1,5.0,0.73,5,12.907431,0,18,1,1,0
1,5.0,0.76,4,11.361082,0,8,0,1,0
2,0.0,0.88,0,8.010004,0,10,0,0,0
2,0.0,0.85,1,9.06441,0,16,1,1,0
1,5.0,0.82,2,8.738675,0,11,0,0,0
1,5.0,0.76,4,10.679366,0,0,0,0,0
1,42.9,0.2404,5,13.441137,0,19,0,0,1
1,5.0,0.82,2,11.677111,0,10,0,1,0
3,0.0,0.88,0,13.161511,1,23,0,2,0
3,0.0,0.88,0,12.486793,1,15,1,1,0
1,5.0,0.73,5,10.838673,0,13,0,0,0
3,0.0,0.88,0,9.889848,1,1,1,3,0
2,0.0,0.88,0,8.650198,0,19,0,0,0
1,5.0,0.82,2,9.300895,0,13,0,1,0
1,5.0,0.82,2,11.574056,0,15,0,1,0
2,0.0,0.88,0,10.528304,0,13,1,1,0
1,40.6,0.1119,12,7.535174,0,12,0,1,1
2,0.0,0.88,0,12.05737,0,18,1,2,0
3,0.0,0.88,0,12.496682,1,0,1,1,0
3,0.0,0.88,0,10.555947,1,3,1,3,0
1,5.0,0.79,3,11.209587,0,16,0,1,0
3,0.0,0.85,1,12.899704,1,4,1,1,0
1,5.0,0.82,2,11.223918,0,16,1,1,0
0,0.0,0.88,0,12.572707,0,17,0,1,0
1,5.0,0.79,3,9.353397,0,20,0,1,0
1,5.0,0.82,2,9.636557,0,17,1,2,0
3,0.0,0.88,0,12.416979,1,1,1,2,0
1,5.0,0.7,6,11.037597,0,0,0,0,0
1,5.0,0.82,2,11.48462,0,16,0,2,0
2,0.0,0.88,0,7.730636,0,15,0,0,0
2,0.0,0.88,0,8.809524,0,12,0,0,0
0,0.0,0.85,1,11.688755,0,20,0,1,0
0,0.0,0.85,1,10.635232,0,17,1,2,0
1,5.0,0.73,5,13.378776,0,11,0,1,0
2,0.0,0.88,0,10.99041,0,12,1,1,0
0,0.0,0.85,1,8.950745,0,11,0,3,0
2,0.0,0.88,0,8.901267,0,14,0,0,0
1,5.0,0.79,3,9.568485,0,18,0,1,0
0,0.0,0.85,1,9.887551,0,17,1,1,0
1,5.0,0.76,4,10.598422,0,11,0,0,0
1,5.0,0.79,3,11.366539,0,12,0,1,0
2,0.0,0.85,1,10.66149,0,14,1,1,0
1,5.0,0.7,6,13.039551,0,10,0,1,0
1,5.0,0.82,2,12.1039,0,10,1,2,0
0,0.0,0.85,1,11.680121,0,18,0,1,0
2,0.0,0.85,1,7.983999,0,12,1,1,0
1,5.0,0.76,4,13.264417,0,17,0,2,0
2,0.0,0.85,1,7.04446,0,18,1,3,0
2,0.0,0.85,1,8.04445,0,18,0,0,0
3,0.0,0.88,0,12.496223,1,18,0,1,0
1,5.0,0.76,4,12.069903,0,11,0,2,0
0,46.4,0.1483,5,3.436243,0,11,0,1,1
1,5.0,0.76,4,13.019903,0,9,1,1,0
1,78.2,0.1573,1,2.788093,0,14,1,0,1
2,0.0,0.85,1,8.870527,0,11,0,1,0
2,0.0,0.76,4,7.929202,0,10,0,0,0
1,5.0,0.79,3,10.208728,0,19,1,0,0
2,0.0,0.85,1,9.331892,0,9,1,0,0
1,5.0,0.82,2,13.831806,0,12,0,2,0
3,0.0,0.88,0,12.847117,1,22,0,2,0
1,5.0,0.82,2,11.538538,0,13,0,2,0
1,5.0,0.82,2,11.281204,0,14,0,0,0
0,0.0,0.85,1,10.493073,0,14,0,2,0
0,54.5,0.2041,17,10.437384,0,21,0,1,1
1,5.0,0.79,3,8.334145,0,20,0,1,0
1,5.0,0.82,2,8.434841,0,12,1,0,0
1,5.0,0.79,3,6.509246,0,20,0,0,0
1,5.0,0.73,5,12.40165,0,18,0,1,0
1,5.0,0.76,4,9.778006,0,10,0,3,0
2,0.0,0.88,0,9.524051,0,16,0,0,0
3,0.0,0.85,1,12.550963,1,1,0,1,0
2,0.0,0.88,0,11.995854,0,19,1,2,0
2,0.0,0.85,1,7.157961,0,10,0,1,0
1,5.0,0.82,2,9.969859,0,12,0,0,0
1,5.0,0.82,2,9.580567,0,8,0,0,0
3,0.0,0.85,1,10.075581,1,2,1,3,0
2,0.0,0.85,1,9.405956,0,16,0,1,0
0,59.2,0.2219,3,2.00148,0,11,1,0,1
0,0.0,0.85,1,12.747809,0,13,1,1,0
0,0.0,0.85,1,9.334033,0,13,1,1,0
0,0.0,0.85,1,11.968575,0,13,0,1,0
3,0.0,0.88,0,12.484167,1,1,0,1,0
3,0.0,0.85,1,10.382902,1,0,0,0,0
3,0.0,0.88,0,12.920248,1,10,0,1,0
2,0.0,0.88,0,10.163165,0,17,1,1,0
1,5.0,0.65,11,10.910939,0,11,0,0,0
1,5.0,0.7,6,12.769522,0,10,0,2,0
3,0.0,0.88,0,13.458411,1,11,0,2,0
1,5.0,0.82,2,8.205784,0,19,0,0,0
1,5.0,0.82,2,9.221577,0,16,0,0,0
1,5.0,0.82,2,8.396669,0,19,0,0,0
1,5.0,0.82,2,10.265032,0,12,0,1,0
1,5.0,0.65,9,13.530458,0,0,0,2,0
1,5.0,0.73,5,10.126108,0,15,0,0,0
2,0.0,0.88,0,9.223201,0,9,0,0,0
3,0.0,0.88,0,10.354807,1,8,0,3,0
2,0.0,0.85,1,10.137588,0,19,0,1,0
1,5.0,0.73,5,8.794317,0,17,0,3,0
1,5.0,0.7,6,13.152798,0,1,1,1,0
0,0.0,0.85,1,8.100756,0,7,0,1,0
1,5.0,0.82,2,10.880345,0,14,0,2,0
2,0.0,0.88,0,10.198138,0,16,0,1,0
3,0.0,0.88,0,9.128053,1,2,0,3,0
0,0.0,0.85,1,13.347511,0,12,0,2,0
3,0.0,0.88,0,12.179142,1,9,0,0,0
2,0.0,0.85,1,11.289718,0,19,0,1,0
3,0.0,0.85,1,10.112474,1,10,0,1,0
1,5.0,0.76,4,13.042877,0,20,1,2,0
2,0.0,0.85,1,8.74401,0,9,0,0,0
0,0.0,0.85,1,11.063163,0,19,0,1,0
1,5.0,0.73,5,11.565691,0,11,1,2,0
2,0.0,0.85,1,9.125547,0,12,0,0,0
0,0.0,0.85,1,8.689774,0,20,1,3,0
1,5.0,0.79,3,10.427437,0,15,0,1,0
1,5.0,0.82,2,11.354973,0,20,0,1,0
1,5.0,0.79,3,13.922898,0,8,0,2,0
0,56.9,0.1216,1,3.560762,0,12,0,1,1
1,5.0,0.73,5,10.888258,0,10,0,0,0
1,5.0,0.79,3,11.197429,0,21,0,1,0
2,0.0,0.88,0,10.605534,0,17,0,1,0
2,0.0,0.88,0,6.862067,0,17,0,3,0
1,5.0,0.73,5,9.66248,0,13,0,2,0
2,0.0,0.85,1,6.738425,0,6,0,0,0
2,0.0,0.7,6,8.297531,0,14,1,0,0
0,0.0,0.85,1,9.655828,0,18,1,3,0
0,0.0,0.85,1,11.341979,0,13,1,0,0
0,0.0,0.85,1,8.646404,0,7,0,2,0
1,5.0,0.82,2,9.996023,0,21,0,1,0
1,5.0,0.79,3,8.189569,0,12,0,0,0
1,5.0,0.82,2,11.733197,0,22,0,1,0
3,0.0,0.85,1,11.156513,1,19,0,2,0
1,5.0,0.73,5,13.095797,0,12,0,2,0
1,44.9,0.0825,1,11.267276,0,0,1,1,1
0,0.0,0.85,1,8.479824,0,0,0,3,0
0,0.0,0.85,1,10.398119,0,14,0,1,0
1,5.0,0.73,5,10.423185,0,18,0,0,0
1,5.0,0.76,4,13.671614,0,13,0,2,0
1,5.0,0.79,3,10.038269,0,0,0,0,0
0,0.0,0.85,1,12.059956,0,18,0,2,0
1,5.0,0.79,3,8.903943,0,12,1,0,0
2,0.0,0.88,0,8.110403,0,3,1,3,0
0,0.0,0.85,1,11.217627,0,14,0,0,0
2,0.0,0.79,3,7.67658,0,14,0,0,0
1,5.0,0.79,3,10.961038,0,19,1,1,0
0,0.0,0.85,1,11.19794,0,16,1,1,0
3,0.0,0.88,0,10.898832,1,21,0,1,0
2,0.0,0.85,1,8.515618,0,13,1,0,0
0,0.0,0.85,1,11.585967,0,15,0,0,0
1,5.0,0.79,3,10.059538,0,21,0,0,0
0,0.0,0.85,1,10.357624,0,23,1,3,0
1,78.3,0.2194,5,12.094925,0,2,1,1,1
1,5.0,0.79,3,7.00723,0,12,0,3,0
0,0.0,0.85,1,8.710377,0,18,0,3,0
1,5.0,0.73,5,12.91098,0,11,0,1,0
0,0.0,0.85,1,12.725908,0,14,1,1,0
2,0.0,0.88,0,10.050989,0,12,1,1,0
1,5.0,0.79,3,9.811702,0,10,0,0,0
3,0.0,0.88,0,11.280682,1,1,0,0,0
1,5.0,0.67,7,10.990156,0,14,0,0,0
1,5.0,0.79,3,8.597157,0,20,0,0,0
0,0.0,0.85,1,8.714262,0,19,0,0,0
0,0.0,0.85,1,10.481116,0,11,0,0,0
3,0.0,0.88,0,12.956533,1,12,0,1,0
0,0.0,0.85,1,8.983653,0,10,1,2,0
3,0.0,0.85,1,13.162249,1,16,0,1,0
3,0.0,0.88,0,9.564824,1,21,0,1,0
3,0.0,0.85,1,10.415412,1,22,0,1,0
3,0.0,0.88,0,11.951914,1,8,1,1,0
3,0.0,0.85,1,12.872945,1,1,0,1,0
1,5.0,0.65,11,11.192481,0,12,0,2,0
1,5.0,0.79,3,11.231561,0,15,1,1,0
2,0.0,0.88,0,7.091958,0,15,0,3,0
2,0.0,0.85,1,8.188856,0,12,0,1,0
1,5.0,0.73,5,11.658057,0,3,1,3,0
3,0.0,0.85,1,12.44807,1,0,0,1,0
2,0.0,0.88,0,7.658912,0,1,0,3,0
2,0.0,0.85,1,7.818112,0,1,0,0,0
2,0.0,0.88,0,8.786446,0,0,1,0,0
1,5.0,0.73,5,11.884425,0,21,0,1,0
1,5.0,0.73,5,11.025681,0,14,0,2,0
1,5.0,0.79,3,11.920673,0,16,0,1,0
2,0.0,0.88,0,8.101878,0,11,0,0,0
1,5.0,0.82,2,9.773865,0,19,1,0,0
1,5.0,0.82,2,8.237858,0,21,0,0,0
